Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Research and Development Expense,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
PLD,2016-09,-889.22M,375.12M,185.14M,0,0,0.53,0.52,0,0,519.43M,2016-09,280.93M,-72.38M,-72.38M,0,0,11.26B,232.62M,672.11M,323.16M,15.92M,0,704.56M,58.16M,14.80B,30.89B,83.52M,859.27M,672.11M,12.60B,30.03B,11.93B,286.80M,0,33.80M
PLD,2016-06,-848.08M,332.22M,168.59M,0,0,0.52,0.52,0,0,433.56M,2016-06,277.08M,-74.93M,-74.93M,0,0,11.14B,142.35M,627.44M,300.93M,5.142M,0,602.16M,56.93M,14.71B,30.75B,83.50M,759.46M,627.44M,12.46B,29.99B,11.84B,291.22M,0,33.80M
PLD,2016-03,-813.90M,369.74M,171.87M,306.78M,0,0.4,0.39,0,0,434.43M,2016-03,209.73M,-78.41M,-78.41M,0,0,11.38B,129.20M,698.68M,238.34M,15.54M,0,606.30M,50.54M,14.63B,31.38B,83.49M,838.62M,1.005B,13.04B,30.54B,12.03B,305.23M,0,37.55M
PLD,2015-12,-791.43M,264.08M,182.74M,0,0,0.23,0.23,433.95M,0,460.46M,2015-12,120.00M,-76.01M,-76.01M,94.18M,106.93M,11.63B,105.55M,804.12M,128.78M,2.02M,0,643.20M,59.77M,14.67B,31.39B,83.48M,1.202B,804.12M,12.97B,30.19B,12.17B,354.91M,804.12M,452.04M
PLD,2015-09,-776.57M,310.43M,166.82M,207.98M,0,0.49,0.49,0,0,413.81M,2015-09,260.65M,-74.80M,-74.80M,86.93M,91.20M,11.73B,103.39M,697.86M,321.51M,14.33M,0,580.62M,54.18M,14.63B,31.42B,83.48M,877.32M,905.84M,13.23B,30.54B,12.33B,310.41M,726.56M,197.50M
PLD,2015-06,-631.26M,351.02M,150.77M,440.17M,0,0.27,0.27,0,0,359.64M,2015-06,141.92M,-67.06M,-67.06M,85.39M,103.72M,11.68B,87.35M,537.43M,145.11M,4.851M,0,510.40M,51.97M,14.71B,31.60B,83.48M,1.063B,977.60M,13.25B,30.54B,12.27B,272.29M,806.14M,197.50M
PLD,2015-03,-701.71M,192.01M,152.28M,65.37M,0,0.67,0.65,0,0,310.57M,2015-03,346.88M,-57.95M,-57.95M,0,114.07M,8.576B,83.88M,459.84M,353.20M,1.891M,0,462.85M,51.31M,14.61B,25.46B,83.48M,726.74M,525.22M,9.668B,24.73B,9.143B,226.69M,890.95M,197.50M
PLD,2014-12,-600.34M,350.69M,148.86M,0,0,0.82,0.81,0,0,302.00M,2014-12,410.29M,-68.03M,-68.03M,0,0,9.337B,74.96M,726.56M,427.37M,-0.354M,0,450.86M,47.55M,13.98B,25.78B,83.33M,736.06M,726.56M,10.59B,25.04B,9.865B,227.05M,0,236.35M
PLD,2014-09,-510.66M,311.88M,124.77M,741.61M,0,0.27,0.23,0,0,290.38M,2014-09,137.92M,-68.54M,-68.54M,0,0,8.081B,78.11M,556.96M,123.86M,-23.26M,0,415.15M,58.20M,13.44B,24.07B,83.24M,444.34M,1.299B,9.935B,23.63B,8.637B,212.27M,0,132.46M
PLD,2014-06,-385.25M,267.43M,137.41M,38.67M,0,0.15,0.13,0,0,322.68M,2014-06,81.18M,-75.07M,-75.07M,0,0,8.491B,95.27M,615.85M,143.51M,-8.918M,0,460.09M,60.38M,13.57B,24.13B,83.23M,391.39M,654.52M,9.855B,23.74B,9.200B,227.40M,0,123.96M
PLD,2014-03,-444.59M,188.89M,134.68M,119.47M,0,0.01,0.01,0,0,300.00M,2014-03,6.801M,-71.45M,-71.45M,0,0,8.751B,71.47M,572.75M,18.88M,6.88M,0,434.68M,63.20M,13.57B,24.66B,105.00M,505.22M,692.22M,10.16B,24.15B,9.470B,228.54M,0,306.58M
PLD,2013-12,-435.68M,491.13M,127.28M,725.48M,0,0.12,0.11,0,0,309.49M,2013-12,61.19M,-82.66M,-82.66M,0,0,8.286B,71.48M,806.14M,31.68M,22.20M,0,436.76M,63.07M,13.71B,24.57B,104.99M,1.073B,1.532B,10.40B,23.50B,8.864B,238.01M,0,440.89M
PLD,2013-09,-451.66M,121.69M,128.83M,992.78M,0,-0.02,-0.02,0,0,294.22M,2013-09,-5.399M,-78.99M,-78.99M,0,0,8.127B,77.38M,890.95M,-36.49M,12.18M,0,423.06M,55.03M,13.75B,24.79B,104.99M,495.68M,1.885B,10.53B,24.29B,8.641B,216.84M,0,327.54M
PLD,2013-06,-541.36M,385.42M,134.84M,630.84M,775.86M,0,0,355.43M,26.46B,275.85M,2013-06,2.299M,-87.72M,-87.72M,90.18M,105.44M,7.786B,58.51M,829.66M,-0.104M,20.49M,0,410.69M,54.91M,13.80B,24.04B,104.99M,752.01M,1.479B,9.715B,23.29B,8.237B,217.34M,829.66M,314.62M
PLD,2013-03,-503.79M,785.36M,150.26M,421.25M,0,0.58,0.57,0,26.42B,329.71M,2013-03,284.83M,-103.01M,-103.01M,24.07B,104.37M,8.653B,97.04M,824.85M,341.17M,51.87M,0,479.97M,56.20M,12.50B,24.08B,104.62M,1.187B,1.264B,10.86B,22.89B,9.601B,232.67M,824.85M,327.69M
PLD,2012-12,-233.56M,100.81M,138.09M,888.97M,0,-0.5,-0.5,0,26.58B,348.80M,2012-12,-218.41M,-118.74M,-118.74M,24.17B,165.04M,10.90B,101.55M,1.106B,-268.97M,3.364M,0,486.89M,60.61M,13.07B,27.31B,586.82M,912.53M,2.014B,13.54B,26.40B,11.52B,247.25M,1.106B,504.75M
PLD,2012-09,-165.10M,158.19M,142.16M,936.80M,0,-0.1,-0.1,0,25.59B,357.30M,2012-09,-36.22M,-114.06M,-114.06M,24.32B,161.21M,12.58B,105.69M,625.87M,-29.48M,-19.98M,0,499.46M,55.89M,13.48B,28.58B,586.81M,512.56M,625.87M,14.40B,28.06B,13.78B,251.61M,1.282B,181.86M
PLD,2012-06,-333.81M,293.63M,140.99M,0,0,-0.02,-0.02,0,25.75B,360.19M,2012-06,1.929M,-121.67M,-121.67M,53.52M,48.20M,12.43B,122.79M,600.02M,-3.404M,8.075M,0,501.18M,51.42M,13.47B,28.42B,586.81M,612.82M,600.02M,14.25B,27.80B,13.65B,237.40M,238.20M,168.01M
PLD,2012-03,-219.57M,343.74M,135.61M,0,0,0.44,0.44,0,6.841B,343.82M,2012-03,212.98M,-127.96M,-127.96M,23.68B,161.82M,12.38B,99.04M,674.08M,201.45M,12.12M,0,479.43M,60.16M,13.72B,28.87B,586.80M,599.37M,674.08M,14.32B,28.27B,13.64B,244.77M,0,163.68M
PLD,2011-12,-182.32M,176.07M,110.34M,0,0,-0.09,-0.09,0,0,303.04M,2011-12,-35.18M,-122.60M,-122.60M,23.98B,167.14M,10.45B,77.23M,1.282B,-108.94M,-8.184M,0,413.39M,50.80M,13.66B,27.72B,586.79M,1.385B,2.240B,13.27B,26.34B,11.03B,225.81M,0,602.29M
PLD,2011-09,-102.55M,351.19M,137.03M,0,0,0.12,0.12,0,0,332.11M,2011-09,65.84M,-131.22M,-131.22M,5.528B,0,12.15B,92.02M,633.04M,39.72M,-2.838M,0,469.14M,53.34M,13.93B,28.59B,586.79M,1.202B,1.674B,13.98B,27.38B,12.31B,240.09M,0,330.05M
PLD,2011-06,225.36M,260.89M,88.80M,0,0,-0.49,-0.49,0,0,232.12M,2011-06,-143.83M,-107.64M,-107.64M,0,0,12.12B,61.67M,702.38M,-154.76M,6.429M,0,320.91M,51.84M,14.35B,29.13B,586.79M,526.76M,702.38M,14.06B,28.61B,13.36B,170.45M,0,197.48M
PLD,2011-03,52.55M,203.63M,71.18M,0,0,-0.18,-0.18,0,0,158.69M,2011-03,-40.25M,-93.11M,-93.11M,0,0,3.426B,34.78M,238.20M,-45.58M,6.369M,0,229.87M,39.18M,3.303B,7.421B,225.10M,406.16M,238.20M,3.721B,7.015B,3.482B,123.92M,0,170.87M
