Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Income (Quarterly),Net Income,Net Loan Assets,Net PP&E,Non-Current Portion of LTD and Capital Lease Obligation,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
DFS,2018-09,-160.00M,16.02B,0,2.05,2.05,417.00M,2.159B,2018-09,720.00M,83.97B,896.00M,27.00B,4.154B,967.00M,247.00M,2.724B,626.00M,11.02B,105.84B,569.00M,16.02B,4.154B,94.83B,89.23B,90.67B,626.00M,0,0
DFS,2018-06,-162.00M,15.96B,0,1.91,1.91,417.00M,1.957B,2018-06,669.00M,81.96B,874.00M,26.25B,3.927B,877.00M,208.00M,2.603B,624.00M,10.89B,102.75B,569.00M,15.96B,3.927B,91.86B,86.83B,87.94B,624.00M,0,0
DFS,2018-03,-139.00M,17.68B,0,1.82,1.82,417.00M,0,2018-03,666.00M,80.01B,848.00M,26.24B,3.722B,856.00M,190.00M,2.575B,590.00M,10.87B,101.97B,569.00M,17.68B,3.722B,91.10B,84.87B,87.37B,590.00M,0,0
DFS,2017-12,-152.00M,13.31B,0,0.99,0.99,418.00M,0,2017-12,387.00M,81.63B,825.00M,26.33B,4.105B,899.00M,512.00M,2.614B,624.00M,10.89B,100.09B,569.00M,13.31B,4.105B,89.20B,86.70B,85.09B,624.00M,0,0
DFS,2017-09,-148.00M,13.92B,0,1.59,1.59,418.00M,0,2017-09,602.00M,77.91B,800.00M,26.74B,3.549B,903.00M,301.00M,2.525B,574.00M,11.19B,97.61B,566.00M,13.92B,3.549B,86.42B,83.08B,82.87B,574.00M,0,0
DFS,2017-06,-150.00M,12.95B,0,1.41,1.4,419.00M,0,2017-06,546.00M,75.61B,774.00M,26.44B,3.196B,867.00M,321.00M,2.419B,559.00M,11.26B,93.76B,566.00M,12.95B,3.196B,82.50B,80.71B,79.30B,559.00M,0,0
DFS,2017-03,-155.00M,15.16B,0,1.43,1.43,420.00M,0,2017-03,564.00M,73.59B,750.00M,26.82B,3.185B,868.00M,304.00M,2.339B,531.00M,11.26B,94.80B,566.00M,15.16B,3.185B,83.53B,78.53B,80.34B,531.00M,0,0
DFS,2016-12,-161.00M,11.91B,0,1.4,1.4,421.00M,0,2016-12,563.00M,75.09B,734.00M,25.44B,3.55B,883.00M,320.00M,2.358B,528.00M,11.32B,92.31B,565.00M,11.91B,3.55B,80.98B,80.30B,77.44B,528.00M,0,0
DFS,2016-09,-165.00M,12.93B,0,1.56,1.56,421.00M,0,2016-09,639.00M,71.53B,722.00M,26.83B,3.119B,961.00M,322.00M,2.301B,537.00M,11.35B,90.54B,565.00M,12.93B,3.119B,79.19B,76.67B,76.08B,537.00M,0,0
DFS,2016-06,-174.00M,12.21B,0,1.47,1.47,422.00M,0,2016-06,616.00M,69.98B,708.00M,24.68B,2.906B,898.00M,282.00M,2.216B,538.00M,11.40B,87.51B,565.00M,12.21B,2.906B,76.11B,75.75B,73.21B,538.00M,0,0
DFS,2016-03,-172.00M,13.13B,0,1.35,1.35,422.00M,1.932B,2016-03,575.00M,68.40B,706.00M,24.75B,3.56B,914.00M,339.00M,2.224B,507.00M,11.32B,88.09B,565.00M,13.13B,3.56B,76.78B,74.95B,73.22B,507.00M,0,0
DFS,2015-12,-160.00M,9.572B,144.00M,1.15,1.14,423.00M,1.809B,2015-12,500.00M,70.52B,693.00M,24.65B,3.343B,788.00M,288.00M,2.205B,529.00M,11.28B,86.80B,565.00M,9.572B,3.343B,75.52B,77.13B,72.18B,529.00M,0,0
DFS,2015-09,-180.00M,10.25B,166.00M,1.38,1.38,424.00M,1.718B,2015-09,612.00M,68.34B,684.00M,23.80B,3.903B,974.00M,362.00M,2.188B,505.00M,11.30B,85.61B,565.00M,10.25B,3.903B,74.31B,75.26B,70.40B,505.00M,0,0
DFS,2015-06,-160.00M,10.60B,113.00M,1.33,1.33,425.00M,0,2015-06,599.00M,67.29B,688.00M,24.10B,3.089B,942.00M,343.00M,2.175B,525.00M,11.26B,84.91B,565.00M,10.60B,3.233B,73.65B,73.56B,70.42B,525.00M,0,0
DFS,2015-03,-161.00M,12.04B,139.00M,1.28,1.28,432.00M,0,2015-03,586.00M,65.87B,678.00M,22.92B,3.45B,908.00M,322.00M,2.171B,513.00M,11.21B,84.18B,565.00M,12.04B,3.616B,72.97B,72.26B,69.35B,513.00M,0,0
DFS,2014-12,-138.00M,7.284B,120.00M,0.87,0.87,433.00M,0,2014-12,404.00M,68.22B,670.00M,22.54B,3.246B,648.00M,244.00M,2.037B,530.00M,11.13B,83.13B,565.00M,7.284B,3.359B,71.99B,75.74B,68.63B,530.00M,0,0
DFS,2014-09,-70.00M,7.382B,124.00M,1.37,1.37,461.00M,0,2014-09,644.00M,65.72B,661.00M,20.92B,2.856B,1.009B,365.00M,2.19B,502.00M,11.30B,80.60B,565.00M,7.382B,2.995B,69.30B,73.11B,66.30B,502.00M,0,0
DFS,2014-06,-72.00M,6.879B,140.00M,1.35,1.35,463.00M,0,2014-06,644.00M,64.26B,665.00M,20.06B,2.934B,1.015B,371.00M,2.172B,469.00M,11.38B,78.94B,565.00M,6.879B,3.054B,67.56B,71.75B,64.50B,469.00M,0,0
DFS,2014-03,-70.00M,8.731B,0,1.31,1.31,466.00M,0,2014-03,631.00M,62.26B,668.00M,20.18B,3.273B,1.022B,391.00M,2.078B,476.00M,11.02B,79.58B,565.00M,8.731B,3.397B,68.56B,69.69B,65.17B,476.00M,0,0
DFS,2013-12,-68.00M,7.783B,0,1.24,1.23,469.00M,0,2013-12,602.00M,64.12B,654.00M,20.47B,2.958B,937.00M,335.00M,2.129B,486.00M,10.81B,79.34B,565.00M,7.783B,3.098B,68.53B,72.60B,65.43B,486.00M,0,0
DFS,2013-09,-109.00M,5.623B,124.00M,1.2,1.2,472.00M,1.603B,2013-09,593.00M,61.14B,639.00M,18.66B,3.036B,946.00M,353.00M,2.062B,466.00M,10.60B,75.54B,565.00M,5.623B,3.16B,64.94B,69.74B,61.78B,466.00M,0,0
DFS,2013-06,-107.00M,5.744B,262.00M,1.2,1.2,475.00M,1.467B,2013-06,602.00M,60.15B,607.00M,18.03B,3.633B,981.00M,379.00M,2.041B,470.00M,10.45B,74.94B,565.00M,5.744B,3.895B,64.50B,68.66B,60.60B,470.00M,0,0
DFS,2013-03,-84.00M,8.067B,290.00M,1.33,1.33,473.00M,0,2013-03,673.00M,58.75B,572.00M,19.23B,3.926B,1.08B,407.00M,1.992B,459.00M,10.30B,76.14B,566.00M,8.067B,4.216B,65.84B,67.59B,61.62B,459.00M,0,0
DFS,2012-11,-75.00M,4.976B,284.00M,1.08,1.07,476.00M,0,2012-11,550.72M,59.29B,534.00M,19.73B,3.337B,859.87M,309.16M,1.998B,469.58M,9.778B,75.28B,565.00M,4.976B,3.621B,65.50B,69.01B,61.88B,469.58M,0,0
DFS,2012-08,-31.33M,6.238B,250.14M,1.21,1.21,479.22M,0,2012-08,626.69M,51.58B,519.62M,19.25B,2.948B,1.012B,385.03M,1.964B,434.90M,9.146B,73.91B,5.526M,6.238B,3.198B,64.76B,67.37B,61.56B,434.90M,0,0
DFS,2012-05,-41.02M,5.112B,0,1.01,1,439.92M,0,2012-05,536.59M,55.19B,492.44M,19.02B,2.609B,867.17M,330.58M,1.848B,368.37M,8.899B,72.08B,5.523M,5.112B,2.609B,63.18B,65.17B,60.58B,368.37M,0,0
DFS,2012-02,-48.60M,6.315B,0,1.18,1.18,441.65M,0,2012-02,631.01M,43.94B,486.52M,18.75B,2.755B,1.014B,383.24M,1.843B,378.15M,8.829B,70.49B,5.515M,6.315B,2.755B,61.66B,63.81B,58.90B,378.15M,0,0
DFS,2011-11,-52.00M,2.85B,50.00M,0.95,0.95,443.00M,0,2011-11,512.87M,55.46B,483.00M,18.29B,2.96B,817.46M,304.59M,1.806B,372.97M,8.242B,69.12B,5.00M,2.85B,3.01B,60.88B,64.98B,57.86B,372.97M,0,0
DFS,2011-08,-19.98M,3.958B,100.00M,1.18,1.18,444.72M,0,2011-08,648.82M,51.81B,465.87M,17.72B,2.315B,1.047B,398.26M,1.789B,375.28M,8.006B,65.73B,5.495M,3.958B,2.415B,57.72B,60.83B,55.31B,375.28M,0,0
DFS,2011-05,-66.36M,3.773B,100.00M,1.09,1.09,446.72M,0,2011-05,600.42M,49.88B,471.11M,17.94B,2.657B,926.46M,326.04M,1.737B,354.01M,7.523B,63.44B,5.484M,3.773B,2.757B,55.91B,58.65B,53.16B,354.01M,0,0
