Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
IPG,2018-06,-903.40M,493.20M,2.070B,757.70M,510.80M,0.38,0.37,3.788B,1.617B,322.00M,2018-06,145.80M,-21.40M,-21.40M,602.00M,445.40M,1.283B,249.20M,6.290B,211.50M,63.60M,2.392B,28.80M,2.062B,12.36B,39.00M,7.146B,7.585B,10.27B,5.212B,2.681B,72.80M,5.739B,6.194B
IPG,2018-03,-790.80M,597.30M,2.049B,801.50M,507.50M,-0.04,-0.04,3.840B,1.691B,119.90M,2018-03,-14.10M,-15.90M,-15.90M,634.20M,457.10M,1.288B,38.80M,5.995B,-1.50M,12.70M,2.169B,35.10M,2.108B,12.24B,39.00M,6.964B,7.322B,10.10B,5.277B,2.777B,81.10M,5.467B,5.924B
IPG,2017-12,-827.80M,790.90M,2.085B,86.90M,484.70M,0.82,0.81,3.961B,1.687B,504.60M,2017-12,252.30M,-17.80M,-17.80M,650.40M,476.60M,1.286B,422.60M,7.095B,403.50M,135.10M,2.590B,49.40M,2.212B,12.70B,38.60M,7.476B,7.675B,10.46B,5.229B,2.783B,82.00M,6.420B,6.332B
IPG,2017-09,-832.70M,704.90M,1.897B,813.70M,0,0.44,0.43,3.800B,1.683B,310.80M,2017-09,169.70M,-16.90M,-16.90M,637.50M,457.20M,1.285B,255.00M,6.112B,228.20M,54.90M,2.208B,13.60M,2.013B,11.72B,39.90M,6.464B,6.946B,9.676B,5.252B,2.730B,55.80M,5.561B,5.438B
IPG,2017-06,-874.20M,660.80M,1.898B,539.40M,0,0.27,0.27,3.753B,1.656B,287.30M,2017-06,107.70M,-21.00M,-21.00M,635.00M,461.80M,1.283B,225.70M,6.385B,189.30M,81.60M,2.186B,20.30M,1.982B,11.68B,39.90M,6.486B,6.946B,9.666B,5.192B,2.720B,61.60M,5.872B,5.483B
IPG,2017-03,-909.40M,778.10M,1.953B,634.90M,0,0.06,0.06,3.704B,1.605B,110.90M,2017-03,24.70M,-15.70M,-15.70M,616.30M,459.30M,1.282B,34.70M,6.245B,19.80M,-0.30M,2.064B,35.20M,1.963B,11.70B,39.80M,6.590B,6.991B,9.702B,5.108B,2.711B,76.20M,5.673B,5.384B
IPG,2016-12,-962.50M,1.098B,4.095B,409.60M,0,0.81,0.78,3.822B,1.584B,-620.60M,2016-12,314.10M,-17.80M,-17.80M,622.00M,480.70M,1.281B,481.10M,7.098B,436.50M,105.00M,3.474B,-1.262B,2.017B,12.49B,39.40M,7.438B,7.706B,10.43B,5.047B,2.722B,-1.102B,6.304B,5.908B
IPG,2016-09,-862.80M,894.60M,1.228B,157.50M,0,0.32,0.32,3.715B,1.571B,694.20M,2016-09,128.60M,-17.00M,-17.00M,581.60M,485.70M,1.583B,208.00M,6.658B,196.30M,63.80M,1.922B,486.20M,1.941B,11.84B,40.70M,6.733B,6.815B,9.864B,5.106B,3.049B,486.20M,6.026B,5.558B
IPG,2016-06,-797.30M,675.40M,1.230B,236.20M,0,0.39,0.38,3.662B,1.536B,688.40M,2016-06,156.90M,-18.90M,-18.90M,569.70M,408.60M,1.584B,224.30M,6.446B,205.80M,43.70M,1.918B,464.10M,1.996B,11.63B,40.70M,6.625B,6.682B,9.606B,5.008B,2.924B,464.10M,5.858B,5.655B
IPG,2016-03,-787.50M,680.30M,1.269B,133.70M,0,0.01,0.01,3.682B,1.535B,473.20M,2016-03,5.40M,-16.80M,-16.80M,565.10M,414.10M,1.610B,23.00M,6.406B,-13.00M,-15.60M,1.742B,450.20M,1.942B,11.52B,40.70M,6.486B,6.539B,9.543B,5.031B,3.004B,450.20M,5.785B,5.493B
IPG,2015-12,-845.60M,1.510B,1.232B,134.80M,0,0.65,0.63,3.757B,1.529B,964.00M,2015-12,260.30M,-18.30M,-18.30M,567.20M,464.20M,1.610B,459.30M,7.438B,427.80M,145.40M,2.196B,504.70M,1.966B,12.59B,40.40M,7.693B,7.584B,10.58B,4.892B,2.999B,504.70M,6.689B,5.955B
IPG,2015-09,-826.20M,881.20M,1.202B,130.30M,0,0.18,0.18,3.591B,1.506B,663.30M,2015-09,74.90M,-15.70M,-15.70M,519.20M,462.90M,1.621B,191.90M,6.442B,139.00M,61.10M,1.866B,471.40M,1.864B,11.47B,41.50M,6.669B,6.573B,9.582B,4.805B,3.010B,471.40M,5.753B,5.438B
IPG,2015-06,-735.80M,855.60M,1.205B,160.00M,0,0.3,0.29,3.626B,1.596B,670.90M,2015-06,121.20M,-15.30M,-15.30M,526.40M,480.40M,1.623B,215.80M,6.274B,201.00M,77.70M,1.876B,455.10M,1.984B,11.50B,41.50M,6.637B,6.434B,9.486B,4.862B,3.053B,455.10M,5.670B,5.429B
IPG,2015-03,-764.70M,741.20M,1.215B,137.70M,0,-0.0044,-0.0044,3.595B,1.581B,460.80M,2015-03,-1.80M,-13.70M,-13.70M,523.30M,473.20M,1.621B,7.80M,6.087B,-5.60M,-1.40M,1.676B,453.00M,1.913B,11.20B,41.40M,6.388B,6.225B,9.256B,4.813B,3.031B,453.00M,5.468B,5.279B
IPG,2014-12,-636.70M,1.667B,1.266B,109.30M,0,0.75,0.73,3.844B,1.618B,940.70M,2014-12,308.90M,-14.30M,-14.30M,548.20M,527.90M,1.613B,433.00M,7.354B,418.60M,87.90M,2.207B,507.70M,2.116B,12.74B,41.20M,7.810B,7.463B,10.59B,4.926B,3.122B,507.70M,6.558B,5.801B
IPG,2014-09,-495.20M,902.40M,1.195B,130.50M,0,0.21,0.21,3.686B,1.616B,645.90M,2014-09,89.70M,-13.20M,-13.20M,530.20M,475.80M,1.627B,171.30M,6.514B,157.50M,65.00M,1.841B,474.60M,2.083B,11.78B,53.30M,6.901B,6.644B,9.662B,4.878B,3.018B,474.60M,5.875B,5.596B
IPG,2014-06,-383.10M,901.40M,1.170B,128.60M,0,0.24,0.23,3.715B,1.649B,681.20M,2014-06,99.40M,-16.00M,-16.00M,537.10M,486.90M,1.630B,195.80M,7.010B,168.60M,65.30M,1.851B,485.40M,2.189B,12.34B,53.30M,7.402B,7.138B,10.12B,4.938B,2.980B,485.40M,6.415B,6.071B
IPG,2014-03,-410.90M,776.60M,1.189B,524.30M,0,-0.05,-0.05,3.663B,1.638B,448.90M,2014-03,-20.90M,-14.00M,-14.00M,534.30M,484.20M,1.131B,-11.70M,6.636B,-24.00M,-1.70M,1.638B,460.60M,2.139B,11.76B,53.20M,6.882B,7.160B,9.588B,4.877B,2.428B,460.60M,6.048B,5.706B
IPG,2013-12,-411.20M,1.642B,1.200B,532.70M,0,0.45,0.44,3.793B,1.652B,923.10M,2013-12,193.10M,-18.00M,-18.00M,540.00M,514.30M,1.130B,385.00M,7.633B,314.10M,103.20M,2.123B,538.10M,2.215B,12.90B,53.00M,8.084B,8.165B,10.65B,4.821B,2.489B,538.10M,6.914B,6.102B
IPG,2013-09,-369.30M,1.004B,1.094B,188.50M,0,0.11,0.11,3.609B,1.651B,606.80M,2013-09,48.30M,-17.90M,-17.90M,490.50M,483.30M,1.481B,141.50M,6.259B,77.00M,28.40M,1.700B,465.30M,2.303B,11.53B,272.70M,6.763B,6.447B,9.198B,4.769B,2.751B,465.30M,5.706B,5.381B
IPG,2013-06,-395.40M,1.618B,1.120B,780.80M,0,0.19,0.18,3.581B,1.620B,636.00M,2013-06,82.80M,-31.70M,-31.70M,475.90M,471.70M,1.479B,174.80M,6.440B,147.90M,62.00M,1.756B,461.20M,2.344B,12.34B,272.60M,7.604B,7.220B,9.960B,4.733B,2.740B,461.20M,5.891B,5.594B
IPG,2013-03,-325.40M,1.651B,1.132B,161.60M,0,-0.14,-0.14,3.589B,1.622B,410.90M,2013-03,-56.30M,-30.40M,-30.40M,485.60M,465.70M,2.072B,-42.40M,6.247B,-71.00M,-12.40M,1.543B,453.30M,2.449B,12.22B,272.40M,7.448B,6.408B,9.736B,4.770B,3.328B,453.30M,5.650B,5.397B
IPG,2012-12,-288.00M,2.591B,1.134B,388.70M,0,0.73,0.67,3.721B,1.640B,929.50M,2012-12,316.20M,-28.50M,-28.50M,504.80M,489.00M,2.061B,408.70M,7.313B,476.80M,140.50M,2.063B,520.80M,2.421B,13.49B,270.30M,8.738B,7.702B,11.04B,4.756B,3.336B,520.80M,6.585B,5.815B
IPG,2012-09,-157.60M,1.202B,1.064B,417.60M,0,0.16,0.15,3.574B,1.606B,606.10M,2012-09,71.60M,-24.90M,-24.90M,466.70M,430.50M,1.263B,131.40M,6.099B,108.20M,41.90M,1.670B,474.70M,2.396B,11.73B,270.30M,6.974B,6.914B,9.082B,4.754B,2.168B,474.70M,5.847B,5.354B
IPG,2012-06,-168.30M,1.515B,1.089B,394.70M,0,0.23,0.22,3.462B,1.575B,626.80M,2012-06,101.90M,-26.00M,-26.00M,447.00M,420.80M,1.239B,176.40M,6.620B,155.10M,50.10M,1.716B,450.40M,2.424B,11.85B,270.20M,7.237B,7.015B,9.177B,4.614B,2.162B,450.40M,6.027B,5.245B
IPG,2012-03,-181.80M,1.587B,1.105B,381.30M,0,-0.1,-0.1,3.463B,1.596B,401.90M,2012-03,-43.00M,-24.60M,-24.60M,451.10M,420.00M,1.240B,-39.40M,6.204B,-65.30M,-19.20M,1.507B,441.30M,2.394B,11.77B,221.50M,7.112B,6.987B,9.338B,4.653B,2.351B,441.30M,6.179B,5.179B
IPG,2011-12,-225.70M,2.316B,4.402B,558.30M,0,0.56,0.49,3.579B,1.586B,-2.330B,2011-12,261.90M,-28.80M,-28.80M,459.80M,440.30M,1.211B,386.30M,7.477B,370.40M,93.70M,2.073B,-2.716B,2.462B,12.91B,269.70M,8.352B,8.036B,10.41B,4.556B,2.376B,-2.716B,6.647B,5.673B
IPG,2011-09,-181.60M,1.799B,0,558.40M,0,0.45,0.4,3.405B,1.622B,1.726B,2011-09,211.00M,-23.20M,-23.20M,441.50M,447.30M,1.166B,173.20M,6.138B,287.10M,70.40M,1.726B,1.553B,2.379B,11.83B,269.70M,7.229B,7.117B,9.155B,4.597B,2.038B,1.553B,5.934B,3.654B
IPG,2011-06,-46.60M,1.824B,0,598.60M,0,0.21,0.19,3.427B,1.657B,1.741B,2011-06,104.60M,-23.40M,-23.40M,450.80M,451.40M,1.168B,174.00M,6.549B,155.90M,47.60M,1.741B,1.567B,2.464B,12.30B,269.60M,7.594B,7.513B,9.534B,4.708B,2.021B,1.567B,4.065B,4.161B
IPG,2011-03,-73.80M,1.854B,0,568.60M,0,-0.1,-0.1,3.408B,1.627B,1.475B,2011-03,-45.20M,-23.60M,-23.60M,445.50M,477.00M,1.166B,-44.50M,6.744B,-75.00M,-21.50M,1.475B,1.519B,2.498B,12.18B,269.20M,7.474B,7.313B,9.358B,4.703B,2.046B,1.519B,4.011B,5.353B
