Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
CBOE,2014-06,-0.712M,145.11M,45.01M,0,11.71M,0.5,0.5,51.99M,352.44M,98.93M,2014-06,42.98M,0,0,75.14M,13.50M,0,69.72M,43.49M,69.40M,26.41M,143.94M,16.20M,263.89M,385.78M,0.926M,243.94M,69.03M,121.89M,141.85M,52.86M,29.21M,13.60M,87.71M
CBOE,2014-03,-0.735M,199.06M,49.28M,0,14.17M,0.56,0.56,48.16M,348.05M,108.61M,2014-03,49.02M,0,0,74.09M,13.97M,0,82.04M,51.53M,81.54M,32.52M,157.88M,15.21M,286.68M,412.84M,0.92M,276.02M,74.46M,126.16M,136.82M,51.71M,26.57M,21.62M,68.76M
CBOE,2013-12,-1.05M,221.34M,133.13M,0,1.10M,0.52,0.52,45.94M,341.82M,8.702M,2013-12,46.11M,0,0,72.21M,13.74M,0,72.60M,84.04M,72.15M,26.04M,141.83M,-30.04M,284.52M,441.59M,0.919M,308.86M,107.46M,157.07M,132.73M,49.61M,-63.90M,57.49M,80.80M
CBOE,2013-09,-1.066M,226.38M,13.84M,0,9.131M,0.47,0.47,44.02M,339.54M,122.90M,2013-09,41.36M,0,0,74.16M,16.47M,0,68.43M,38.75M,67.91M,26.55M,136.74M,29.84M,325.40M,441.15M,0.919M,308.93M,65.40M,115.75M,132.22M,50.35M,54.47M,11.16M,75.28M
CBOE,2013-06,-1.084M,207.77M,14.52M,0,16.64M,0.52,0.52,42.82M,336.79M,136.25M,2013-06,46.16M,-0.325M,-0.325M,76.20M,19.36M,0,75.36M,40.32M,74.88M,28.72M,150.77M,33.83M,309.91M,429.86M,0.918M,296.68M,70.27M,119.96M,133.19M,49.68M,60.90M,13.17M,80.11M
CBOE,2013-03,-1.101M,210.49M,13.17M,0,23.78M,0.48,0.48,42.79M,333.72M,129.54M,2013-03,42.37M,-0.211M,-0.211M,77.19M,20.34M,0,69.43M,53.72M,68.71M,26.34M,142.70M,32.90M,274.73M,409.62M,0.913M,275.42M,85.75M,134.90M,134.20M,49.15M,60.11M,21.83M,57.87M
CBOE,2012-12,-0.893M,135.60M,11.64M,0,1.084M,0.45,0.45,42.72M,330.60M,118.44M,2012-12,39.72M,-0.162M,-0.162M,78.96M,20.99M,0,59.75M,32.65M,59.40M,19.67M,130.08M,28.43M,239.12M,338.86M,0.913M,202.91M,52.15M,99.74M,135.95M,47.59M,58.69M,6.543M,62.60M
CBOE,2012-09,-0.907M,160.28M,11.30M,0,8.713M,0.52,0.52,42.38M,333.60M,117.02M,2012-09,45.76M,-0.183M,-0.183M,82.44M,21.86M,0,60.86M,33.74M,60.53M,14.78M,128.32M,29.71M,275.52M,377.53M,0.913M,238.45M,56.09M,102.00M,139.08M,45.92M,56.15M,11.13M,70.64M
CBOE,2012-06,-0.922M,127.14M,12.00M,0,17.36M,0.44,0.44,43.48M,330.48M,120.55M,2012-06,38.50M,0,0,84.17M,19.80M,0,66.07M,36.00M,65.66M,27.16M,132.55M,28.60M,239.91M,343.81M,0.913M,201.95M,63.91M,103.90M,141.86M,39.99M,54.48M,11.78M,64.94M
CBOE,2012-03,-0.936M,148.63M,11.19M,0,20.40M,0.37,0.37,42.80M,323.62M,110.20M,2012-03,33.42M,0,0,81.54M,20.31M,0,57.42M,62.16M,56.96M,23.54M,121.39M,27.46M,231.20M,353.44M,0.908M,214.87M,82.64M,122.24M,138.57M,39.60M,52.79M,62.16M,58.22M
CBOE,2011-12,-0.899M,134.94M,47.82M,0,0.351M,0.35,0.35,42.17M,320.00M,72.39M,2011-12,31.81M,0,0,81.71M,21.44M,0,52.68M,33.49M,52.34M,20.53M,120.21M,-53.96M,236.27M,327.87M,0.908M,189.68M,52.29M,91.60M,138.19M,39.31M,19.71M,7.642M,49.53M
CBOE,2011-09,-0.914M,147.22M,0,0,11.24M,0.45,0.45,7.727M,316.80M,143.60M,2011-09,41.33M,0,0,82.50M,19.58M,0,74.97M,53.88M,74.56M,33.24M,143.60M,58.14M,245.70M,344.64M,0.906M,207.32M,65.15M,98.94M,137.32M,33.80M,68.64M,53.88M,53.37M
CBOE,2011-06,-0.925M,106.54M,0,0,20.49M,0.36,0.36,5.404M,316.28M,120.29M,2011-06,33.40M,0,0,86.40M,21.68M,0,56.45M,40.38M,56.29M,22.89M,120.29M,53.26M,227.29M,319.42M,0.906M,177.55M,60.92M,92.13M,141.87M,31.21M,63.84M,40.38M,62.49M
CBOE,2011-03,-0.938M,115.69M,0,0,28.60M,0.36,0.36,43.36M,312.33M,124.04M,2011-03,32.87M,0,0,86.29M,22.86M,0,57.54M,56.86M,56.89M,24.02M,124.04M,56.82M,202.96M,320.82M,0.901M,179.02M,85.54M,117.86M,141.80M,32.32M,66.51M,56.86M,55.56M
