Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Income (Quarterly),Net Income,Net Loan Assets,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
CI,2015-06,-1.125B,2.066B,150.00M,2.3,2.26,6.041B,2015-06,588.00M,3.493B,0,0,1.502B,0,5.046B,9.118B,936.00M,352.00M,9.492B,0,11.29B,57.13B,74.00M,12.88B,9.268B,45.83B,32.61B,10.32B,2.78B,9.118B,10.81B
CI,2015-03,-934.00M,2.792B,999.00M,2.08,2.04,6.029B,2015-03,533.00M,3.44B,0,0,1.486B,0,5.062B,9.259B,854.00M,323.00M,9.467B,0,10.94B,58.12B,74.00M,13.20B,10.26B,47.16B,33.44B,10.36B,2.74B,9.259B,10.41B
CI,2014-12,-936.00M,1.583B,147.00M,1.81,1.78,6.698B,2014-12,467.00M,3.519B,0,0,1.502B,0,4.979B,8.444B,732.00M,270.00M,8.928B,0,10.77B,55.87B,74.00M,11.42B,8.591B,45.08B,33.00B,10.09B,2.738B,8.444B,9.837B
CI,2014-09,-419.00M,1.774B,121.00M,2.04,2.01,6.003B,2014-09,534.00M,3.494B,0,0,1.494B,0,5.024B,7.645B,818.00M,287.00M,8.757B,0,11.16B,55.65B,92.00M,11.43B,7.766B,44.48B,32.57B,10.12B,2.579B,7.645B,9.66B
CI,2014-06,-273.00M,2.199B,121.00M,2.16,2.12,6.033B,2014-06,573.00M,3.67B,0,0,1.498B,0,5.022B,8.002B,901.00M,329.00M,8.733B,0,10.94B,55.93B,92.00M,11.99B,8.123B,44.98B,32.38B,10.17B,2.513B,8.002B,9.789B
CI,2014-03,-433.00M,2.67B,210.00M,1.96,1.92,6.03B,2014-03,528.00M,3.585B,0,0,1.45B,0,5.022B,7.942B,853.00M,324.00M,8.496B,0,10.56B,55.17B,92.00M,12.32B,8.152B,44.60B,31.77B,10.15B,2.446B,7.942B,9.645B
CI,2013-12,-520.00M,3.426B,233.00M,1.32,1.29,6.931B,2013-12,361.00M,3.737B,0,0,1.464B,0,5.014B,7.506B,536.00M,176.00M,8.151B,0,10.57B,54.34B,92.00M,12.72B,7.739B,43.76B,31.14B,9.988B,2.269B,7.506B,9.29B
CI,2013-09,-959.00M,3.818B,205.00M,1.99,1.95,6.035B,2013-09,553.00M,3.898B,0,0,1.451B,0,5.034B,8.027B,799.00M,246.00M,8.066B,0,9.874B,54.04B,92.00M,13.06B,8.232B,44.17B,30.36B,9.912B,2.323B,8.027B,9.24B
CI,2013-06,-1.014B,3.505B,153.00M,1.79,1.76,5.986B,2013-06,505.00M,4.092B,-49.00M,-49.00M,1.191B,0,5.03B,8.22B,767.00M,261.00M,7.98B,1.469B,9.775B,53.83B,92.00M,12.89B,8.373B,44.05B,30.09B,9.879B,2.312B,8.22B,9.384B
CI,2013-03,-756.00M,3.428B,401.00M,0.2,0.2,5.99B,2013-03,57.00M,4.315B,-48.00M,-48.00M,1.109B,0,4.995B,8.976B,74.00M,15.00M,8.183B,0,9.66B,54.94B,92.00M,12.88B,9.377B,45.28B,31.11B,9.903B,2.20B,8.976B,9.457B
CI,2012-12,-671.00M,3.132B,201.00M,1.43,1.41,7.061B,2012-12,406.00M,4.352B,-44.00M,-44.00M,1.12B,0,4.986B,8.523B,619.00M,212.00M,7.62B,0,9.769B,53.73B,92.00M,11.16B,8.724B,43.96B,31.80B,9.711B,2.30B,8.523B,8.033B
CI,2012-09,-553.00M,2.387B,226.00M,1.64,1.61,8.107B,2012-09,466.00M,4.465B,0,0,1.136B,0,4.986B,6.373B,718.00M,252.00M,7.323B,0,9.53B,53.53B,92.00M,4.101B,6.599B,44.00B,31.75B,9.713B,2.186B,7.932B,1.714B
CI,2012-06,-671.00M,3.26B,226.00M,1.33,1.31,8.182B,2012-06,380.00M,4.516B,0,0,1.115B,0,4.985B,6.841B,588.00M,208.00M,7.422B,0,9.022B,53.55B,92.00M,5.033B,7.067B,44.53B,31.38B,10.19B,2.128B,0,1.773B
CI,2012-03,-722.00M,2.298B,227.00M,1.3,1.28,8.054B,2012-03,371.00M,4.747B,0,0,1.083B,0,4.99B,6.632B,552.00M,181.00M,6.754B,0,8.561B,52.78B,92.00M,4.195B,6.859B,44.22B,31.15B,10.22B,2.128B,0,1.897B
CI,2011-12,-787.00M,4.915B,104.00M,0.98,0.97,3.534B,2011-12,273.00M,4.803B,0,0,1.024B,0,4.99B,7.932B,432.00M,159.00M,5.337B,0,7.994B,50.70B,92.00M,12.53B,8.036B,42.70B,27.28B,9.428B,7.02B,0,7.614B
CI,2011-09,-441.00M,2.192B,330.00M,0.68,0.67,4.641B,2011-09,183.00M,4.909B,0,0,978.00M,0,2.883B,5.932B,273.00M,90.00M,5.61B,0,7.761B,47.80B,88.00M,3.631B,6.262B,40.04B,27.11B,7.536B,1.693B,0,1.439B
CI,2011-06,-436.00M,1.978B,330.00M,1.46,1.43,4.443B,2011-06,391.00M,4.93B,0,0,953.00M,0,2.883B,5.48B,592.00M,201.00M,5.507B,0,7.548B,47.03B,88.00M,3.395B,5.81B,39.48B,26.07B,7.423B,1.486B,0,1.417B
CI,2011-03,-569.00M,1.805B,330.00M,1.53,1.51,4.354B,2011-03,413.00M,4.985B,0,0,912.00M,0,2.883B,5.563B,579.00M,165.00M,5.411B,0,7.024B,46.52B,88.00M,3.246B,5.893B,39.49B,25.46B,7.418B,1.441B,0,1.441B
